ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,TotalIncome,IncomeToLoanRatio,LogApplicantIncome,LogLoanAmount,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TermBinned_Standard,TermBinned_Long
3254.0,-0.5632281059850605,-1.2118242002921242,0.28069138826167456,0.39751587128632765,-0.7181490773382208,0.4620956561820239,-0.4355422779760736,-1.9184996881526764,True,False,False,False,False,False,False,False,True,True,False
3315.0,-0.5632281059850605,-0.6263934917224392,0.28069138826167456,0.39751587128632765,-0.706036195769026,-0.5061760534843313,-0.40541447921734547,-0.5999618905234732,True,True,True,False,False,False,False,True,False,True,False
3340.0,0.05040501959997446,0.060851253120234546,0.28069138826167456,-2.5156228272448207,-0.3615140724484867,-0.5300832510425503,-0.39322682704234935,0.30773303761371207,True,True,False,True,False,False,False,False,False,True,False
2653.0,-0.024953434419240354,-0.4100386646423382,-2.4867678815472076,-2.5156228272448207,-0.5396330030643506,-0.4324962787048229,-0.7667659406358984,-0.26875612530741905,True,True,True,False,False,True,False,False,False,False,False
2620.0,0.23449495727548494,0.060851253120234546,0.28069138826167456,0.39751587128632765,-0.4026184410521476,-0.5748833088840323,-0.7870686360621634,0.30773303761371207,True,True,False,False,False,False,False,True,False,True,False
1875.0,0.10961523347221468,-0.6136667371883155,0.28069138826167456,0.39751587128632765,-0.6196574501526372,-0.37251230916195627,-1.3297077671439543,-0.5789261285005552,True,True,False,True,False,True,True,True,False,True,False
3000.0,0.6626027460608339,-1.1354636730873826,-2.4867678815472076,0.39751587128632765,-0.0902649540301255,2.0555016449725825,-0.5673777691964496,-1.6903793787988737,True,True,False,False,False,False,False,True,False,False,False
2383.0,0.20399272588675513,-1.1100101640191355,0.28069138826167456,0.39751587128632765,-0.4665585699911756,0.8811607555760322,-0.9408578015312108,-1.619649307030898,True,True,False,False,False,False,False,False,False,True,False
7441.0,-0.5632281059850605,0.6208284526216724,0.28069138826167456,0.39751587128632765,0.11327117069814702,-0.37598725622602136,0.9063091241688627,0.8322062130233188,False,False,False,False,False,False,True,False,False,True,False
4583.0,1.455301912386765,1.3971604792032113,0.28069138826167456,0.39751587128632765,0.6627194215499812,-0.31990713427294115,0.12002233345486155,1.3904345699380654,True,True,False,False,False,False,False,True,False,True,False
32540.410000000047,-0.5632281059850605,0.08630476218848172,0.28069138826167456,0.39751587128632765,5.097306921299181,5.327479979887801,3.3003338404685776,0.3347198587844853,True,False,True,False,False,False,False,True,False,True,False
13650.0,-0.5632281059850605,-0.21913734663048437,0.28069138826167456,0.39751587128632765,1.3462036569789704,1.834993389752005,1.8907311814633496,-0.01522775617080289,True,True,False,False,False,False,False,False,True,True,False
2876.0,-0.0034224475566075503,-0.7027540189271807,0.28069138826167456,0.39751587128632765,-0.48343717545644704,-0.029959825695952784,-0.6358497824963772,-0.7309192685400506,False,False,True,False,False,False,False,False,True,True,False
3750.0,1.1413083539733697,0.3917468710074478,0.28069138826167456,0.39751587128632765,0.32355873761252807,-0.053641685008176634,-0.20540060615705946,0.6335702399062628,True,False,False,False,False,False,False,False,True,True,False
2583.0,0.2728918838471801,-0.25731761023285515,0.28069138826167456,0.39751587128632765,-0.3887184130219241,-0.34876170722227756,-0.8101384909888463,-0.06348807262701218,True,True,False,True,False,False,False,False,False,True,False
6000.0,0.24418390136366971,1.524428024544447,0.28069138826167456,0.39751587128632765,0.2739157803617299,-0.609452791604763,0.5570915520102463,1.4690253657561985,True,True,False,False,False,False,False,True,False,True,False
4166.0,2.0240788153413147,0.4935609072804365,0.28069138826167456,0.39751587128632765,0.8946513178257103,0.3865379820245584,-0.03473953635837886,0.724235557190851,True,False,False,False,False,False,False,False,True,True,False
7333.0,-0.5632281059850605,-0.3209513829034731,0.28069138826167456,0.39751587128632765,0.0918254131658022,0.3574987788553248,0.8825882240394847,-0.14653459215684325,True,False,False,False,False,True,False,False,False,True,False
4333.0,0.08664884748540636,0.18811879846147042,0.28069138826167456,-2.5156228272448207,-0.1442764915189939,-0.3759050221569343,0.02902201707847233,0.4392504453471485,True,True,False,False,True,False,False,False,True,True,False
4288.0,0.6076987295611203,-0.15550357395986644,-2.4867678815472076,0.39751587128632765,0.13511407188849822,0.21852413267598353,0.012085869548233851,0.06276524640580569,True,True,False,True,False,True,False,False,True,False,False
4000.0,2.21785769710501,1.8425968878975367,0.28069138826167456,0.39751587128632765,0.9689171818729043,-0.3034687512450915,-0.10070380022342587,1.6532576564136892,True,True,False,False,True,False,False,True,False,True,False
4695.0,-0.5632281059850605,-0.6263934917224392,0.28069138826167456,0.39751587128632765,-0.4320070717446201,-0.0412407453012547,0.15919180318248768,-0.5999618905234732,True,True,False,False,False,True,True,False,True,True,False
2045.0,0.017749689524981373,-0.5627597190518212,0.28069138826167456,0.39751587128632765,-0.6367346274469118,-0.44910620228521797,-1.1889507363041807,-0.4968764346612225,True,True,False,True,False,False,False,False,False,True,False
10000.0,-0.5632281059850605,0.12448502579085248,0.28069138826167456,0.39751587128632765,0.6214164811173171,0.471855364500563,1.385877847938152,0.3745457473792411,True,True,True,False,False,False,True,False,False,True,False
3500.0,-0.17459379311453835,-0.13005006489161927,0.28069138826167456,0.39751587128632765,-0.4542471165929777,-0.5217556472245455,-0.31732143019555314,0.09315052538452617,True,True,True,False,False,True,False,False,True,True,False
5568.0,0.20542812501093066,0.37902011647332423,0.28069138826167456,0.39751587128632765,0.16668699270000584,-0.19141439042214728,0.43586189186781477,0.6219499888906102,True,True,False,False,False,False,False,False,False,True,False
6083.0,0.9618834634514297,2.35166706926248,0.28069138826167456,0.39751587128632765,0.6875409001753803,-0.6028355320216966,0.5793807696179407,1.917412407231653,True,True,True,False,False,False,False,False,True,True,False
5746.0,-0.5632281059850605,-0.01550927408450698,-3.9627461587786112,0.39751587128632765,-0.2233080794622646,-0.3279926752802554,0.4869146775936307,0.22457426232632904,True,True,False,True,False,False,True,False,False,False,False
3593.0,0.9676250599481319,-0.16823032849399003,-2.4867678815472076,-2.5156228272448207,0.19627419522148157,0.3080509610011756,-0.2747800102844654,0.047402112264743904,True,True,False,False,False,False,False,False,False,False,False
3167.0,0.8721710181904597,0.44265388914394216,-0.6417950350079528,-2.5156228272448207,0.05886248955127222,-0.329002531288407,-0.47950296292360106,0.6794038526861607,True,True,False,False,True,False,False,True,False,True,False
2500.0,-0.5632281059850605,-0.9954693732120232,0.28069138826167456,0.39751587128632765,-0.867872236406628,-0.42155227829499897,-0.8631148695001575,-1.3284727281069284,False,False,False,False,False,False,False,False,True,True,False
2995.0,-0.5632281059850605,-1.0845566549508883,0.28069138826167456,0.39751587128632765,-0.7695791810500477,-0.018485536585238115,-0.5700835500171871,-1.5512773485641729,False,False,False,False,False,False,False,False,True,True,False
3846.0,-0.5632281059850605,-0.43549217371058535,0.28069138826167456,0.39751587128632765,-0.6005945545683307,-0.5008155804047361,-0.16439420899071208,-0.3050574060269731,False,False,False,False,False,False,False,True,False,True,False
3583.0,-0.5632281059850605,-0.6263934917224392,0.28069138826167456,0.39751587128632765,-0.6528189455961704,-0.4158842689966034,-0.2793012068071415,-0.5999618905234732,True,False,False,False,False,False,False,False,True,True,False
5333.0,-0.1573690036244321,0.5190144163486837,0.28069138826167456,0.39751587128632765,-0.08073350623797225,-0.4933788919946606,0.3659025566626325,0.7462891978285255,True,True,True,False,False,True,False,False,True,True,False
5935.0,-0.5632281059850605,-0.15550357395986644,0.28069138826167456,0.39751587128632765,-0.18577800378066117,-0.17558975131879032,0.5394198242207876,0.06276524640580569,True,True,False,True,False,False,False,True,False,True,False
4166.0,-0.5632281059850605,-0.3718584010399674,0.28069138826167456,-2.5156228272448207,-0.537051569287309,-0.4593916861360689,-0.03473953635837886,-0.21548121266650574,False,False,False,False,False,False,False,True,False,True,False
4400.0,-0.5632281059850605,-0.23186410116460796,0.28069138826167456,-2.5156228272448207,-0.490585761300562,-0.4996484291393697,0.053915001569612486,-0.0311886835533892,True,True,False,True,False,False,False,True,False,True,False
6000.0,-0.5632281059850605,-0.06641629222100133,0.28069138826167456,0.39751587128632765,-0.17287083489545366,-0.2323832058732828,0.5570915520102463,0.16720076407291706,True,False,False,False,False,False,False,False,False,True,False
1916.0,1.2536283354401043,-0.9954693732120232,0.28069138826167456,0.39751587128632765,0.02153098569867199,1.7310179348246086,-1.2946265633506513,-1.3284727281069284,True,False,False,False,False,False,False,False,False,True,False
1000.0,0.5212159323295451,-0.44821892824470894,0.28069138826167456,0.39751587128632765,-0.5656459126637688,-0.43888821664459615,-2.348966960712728,-0.32345186849897345,True,True,True,False,False,False,True,False,True,True,False
4167.0,-0.043972472814566,0.16266528939322325,0.28069138826167456,0.39751587128632765,-0.24951956089068603,-0.4691520144729244,-0.0343501766967152,0.4136130012999779,True,True,False,True,False,False,False,False,False,True,False
4133.0,-0.5632281059850605,-0.2954978738352259,0.28069138826167456,0.39751587128632765,-0.5436044396444144,-0.5249224730036254,-0.047641100677035905,-0.11291139950158496,True,False,False,False,False,False,False,True,False,True,False
2014.0,0.48640750356828877,-0.4100386646423382,0.28069138826167456,0.39751587128632765,-0.3835555454678411,-0.20717465547513722,-1.2137245973973614,-0.26875612530741905,True,True,True,False,False,False,False,False,True,True,False
3189.0,0.36906362516693997,-0.3209513829034731,0.28069138826167456,0.39751587128632765,-0.2151666344731337,-0.06005199779906796,-0.4682734621741585,-0.14653459215684325,True,False,False,False,False,True,False,False,False,True,False
3095.0,-0.5632281059850605,-0.4100386646423382,0.28069138826167456,0.39751587128632765,-0.7497219981497284,-0.7357917969961806,-0.5168070513947551,-0.26875612530741905,True,True,False,False,True,True,False,False,False,True,False
5000.0,0.7526740411028476,1.155352143054863,0.28069138826167456,0.39751587128632765,0.35672023305606126,-0.4279277225859357,0.2613003928964083,1.2322693854639206,True,True,False,True,False,False,False,True,False,True,False
4583.0,-0.022082636170889316,-0.21913734663048437,0.28069138826167456,0.39751587128632765,-0.15480079845616312,-0.07996707239786559,0.12002233345486155,-0.01522775617080289,True,True,True,False,False,False,False,False,False,True,False
3463.0,-0.5632281059850605,-0.2954978738352259,0.28069138826167456,0.39751587128632765,-0.6766475650765535,-0.7029367635586987,-0.3345615883913306,-0.11291139950158496,False,False,False,False,False,False,True,False,True,True,False
5726.0,1.0856866379115684,1.435340742805582,0.28069138826167456,0.39751587128632765,0.685158038227342,-0.32074306693597376,0.4812578603526328,1.4143296225646442,True,True,False,False,False,False,False,True,False,True,False
